,ghazal_id,bayt_id,line,tashbih_cl,kenaye_cl,esteare_cl,jenas_cl,iham_cl,majaz_cl
1803,216,5,از چنگ منش اختر بدمهر به در برد ** آری چه کنم دولت دور قمری بود,,,,,,
1804,216,6,عذری بنه ای دل که تو درویشی و او را ** در مملکت حسن سر تاجوری بود,حسن:مملکت,سر چیزی داشتن:قصد چیزی داشتن,,,,
1805,216,7,اوقات خوش آن بود که با دوست به سر رفت ** باقی همه بی‌حاصلی و بی‌خبری بود,,,,,,
1806,216,8,خوش بود لب آب و گل و سبزه و نسرین ** افسوس که آن گنج روان رهگذری بود,,,گنج روان:معشوق,,گنج روان:1. گنج قانون 2. روان به معنی رایج و با ارزش 3. گنجی که روان و روح رو با ارزش و مستغنی میسازد,
1807,216,9,خود را بکش ای بلبل از این رشک که گل را ** با باد صبا وقت سحر جلوه گری بود,,,,,,
1808,216,10,هر گنج سعادت که خدا داد به حافظ ** از یمن دعای شب و ورد سحری بود,سعادت:گنج,,,,,
1809,217,1,مسلمانان مرا وقتی دلی بود ** که با وی گفتمی گر مشکلی بود,,,,,,
1810,217,2,به گردابی چو می‌افتادم از غم ** به تدبیرش امید ساحلی بود,,,گرداب:سختی ها و دشواری های فراوان,,,
1811,217,3,دلی همدرد و یاری مصلحت بین ** که استظهار هر اهل دلی بود,,,,,,
1812,217,4,ز من ضایع شد اندر کوی جانان ** چه دامنگیر یا رب منزلی بود,,دامن گیر:گرفتار کننده و پایبند,,,,
1813,217,5,هنر بی‌عیب حرمان نیست لیکن ** ز من محروم‌تر کی سائلی بود,,,,,,
1814,217,6,بر این جان پریشان رحمت آرید ** که وقتی کاردانی کاملی بود,,,,,,
1815,217,7,مرا تا عشق تعلیم سخن کرد ** حدیثم نکته هر محفلی بود,,,,,,
1816,217,8,مگو دیگر که حافظ نکته‌دان است ** که ما دیدیم و محکم جاهلی بود,,,,,,
1817,218,1,در ازل هر کو به فیض دولت ارزانی بود ** تا ابد جام مرادش همدم جانی بود,مراد:جام,,,,,فیض:لطف و بخشش
1818,218,2,من همان ساعت که از می خواستم شد توبه کار ** گفتم این شاخ ار دهد باری پشیمانی بود,,,,,,
1819,218,3,خود گرفتم کافکنم سجاده چون سوسن به دوش ** همچو گل بر خرقه رنگ می مسلمانی بود,,,,,,
1820,218,4,بی چراغ جام در خلوت نمی‌یارم نشست ** زان که کنج اهل دل باید که نورانی بود,جام:چراغ,,,,,
1821,218,5,همت عالی طلب جام مرصع گو مباش ** رند را آب عنب یاقوت رمانی بود,,,,,,
1822,218,6,گر چه بی‌سامان نماید کار ما سهلش مبین ** کاندر این کشور گدایی رشک سلطانی بود,,,,,,
1823,218,7,نیک نامی خواهی ای دل با بدان صحبت مدار ** خودپسندی جان من برهان نادانی بود,,,,,,
1824,218,8,مجلس انس و بهار و بحث شعر اندر میان ** نستدن جام می از جانان گران جانی بود,,,,,,
1825,218,9,دی عزیزی گفت حافظ می‌خورد پنهان شراب ** ای عزیز من نه عیب آن به که پنهانی بود,,,,,,
1826,219,1,کنون که در چمن آمد گل از عدم به وجود ** بنفشه در قدم او نهاد سر به سجود,,,,,,چمن:باغ
1827,219,2,بنوش جام صبوحی به ناله دف و چنگ ** ببوس غبغب ساقی به نغمه نی و عود,,,,,,
1828,219,3,به دور گل منشین بی شراب و شاهد و چنگ ** که همچو روز بقا هفته‌ای بود معدود,,,,,دور گل:1. زمان و فصل گل 2. اطراف و گرد گل,
1829,219,4,شد از خروج ریاحین چو آسمان روشن ** زمین به اختر میمون و طالع مسعود,,,,,,
1830,219,5,ز دست شاهد نازک عذار عیسی دم ** شراب نوش و رها کن حدیث عاد و ثمود,,,,,,
1831,219,6,جهان چو خلد برین شد به دور سوسن و گل ** ولی چه سود که در وی نه ممکن است خلود,,,,,دور:1. زمان و فصل 2. اطراف و گرداگرد,
1832,219,7,چو گل سوار شود بر هوا سلیمان وار ** سحر که مرغ درآید به نغمه داوود,,سوار شدن گل بر هوا:پراکنده شدن بوی گل در هوا و یا شکفته شدن گل بر روی شاخه,,,,
1833,219,8,به باغ تازه کن آیین دین زردشتی ** کنون که لاله برافروخت آتش نمرود,,آیین دین زردشتی:شراب نوشیدن به رسم زردشتیان به گرداگرد آتش,,,,تازه کردن:شاد و خوش و با رونق کردن
1834,219,9,بخواه جام صبوحی به یاد آصف عهد ** وزیر ملک سلیمان عماد دین محمود,,,,,,
1835,219,10,بود که مجلس حافظ به یمن تربیتش ** هر آنچه می‌طلبد جمله باشدش موجود,,,,,,
1836,220,1,از دیده خون دل همه بر روی ما رود ** بر روی ما ز دیده چه گویم چه‌ها رود,,,خون دل:اشک خونین,,بر روی ما:1. بر سر ما 2. بر چهره ما,
1837,220,2,ما در درون سینه هوایی نهفته‌ایم ** بر باد اگر رود دل ما زان هوا رود,,بر باد رفتن:نیست و نابود گشتن,,,هوا:1. عشق 2. آرزو,
1838,220,3,خورشید خاوری کند از رشک جامه چاک ** گر ماه مهرپرور من در قبا رود,,جامعه چاک کردن:ماتم و عزا گرفتن,ماه مهرپرور:معشوق زیبا,,,
1839,220,4,بر خاک راه یار نهادیم روی خویش ** بر روی ما رواست اگر آشنا رود,,,,,,
1840,220,5,سیل است آب دیده و هر کس که بگذرد ** گر خود دلش ز سنگ بود هم ز جا رود,,از جا رفتن:نیست و نابود شدن,,,,
1841,220,6,ما را به آب دیده شب و روز ماجراست ** زان رهگذر که بر سر کویش چرا رود,,,,,,
1842,220,7,حافظ به کوی میکده دایم به صدق دل ** چون صوفیان صومعه دار از صفا رود,,,,,,
1843,221,1,چو دست بر سر زلفش زنم به تاب رود ** ور آشتی طلبم با سر عتاب رود,,,,,,
1844,221,2,چو ماه نو ره بیچارگان نظاره ** زند به گوشه ابرو و در نقاب رود,,ره زدن:فریب دادن و گمراه کردن,,,,
1845,221,3,شب شراب خرابم کند به بیداری ** وگر به روز شکایت کنم به خواب رود,,,,,,
1846,221,4,طریق عشق پرآشوب و فتنه است ای دل ** بیفتد آن که در این راه با شتاب رود,,,,,,
1847,221,5,گدایی در جانان به سلطنت مفروش ** کسی ز سایه این در به آفتاب رود,,,,,,
1848,221,6,سواد نامه موی سیاه چون طی شد ** بیاض کم نشود گر صد انتخاب رود,موی سیاه:سوادنامه,,,,,
1849,221,7,حباب را چو فتد باد نخوت اندر سر ** کلاه داریش اندر سر شراب رود,,کلاه برداری:سروری و بزرگی و پادشاهی,,,,
1850,221,8,حجاب راه تویی حافظ از میان برخیز ** خوشا کسی که در این راه بی‌حجاب رود,,,,,,
1851,222,1,از سر کوی تو هر کو به ملالت برود ** نرود کارش و آخر به خجالت برود,,,,,,
1852,222,2,کاروانی که بود بدرقه‌اش حفظ خدا ** به تجمل بنشیند به جلالت برود,,,,,,
1853,222,3,سالک از نور هدایت ببرد راه به دوست ** که به جایی نرسد گر به ضلالت برود,,,,,,
1854,222,4,کام خود آخر عمر از می و معشوق بگیر ** حیف اوقات که یک سر به بطالت برود,,,,,,
1855,222,5,ای دلیل دل گمگشته خدا را مددی ** که غریب ار نبرد ره به دلالت برود,,,,,,
1856,222,6,حکم مستوری و مستی همه بر خاتمت است ** کس ندانست که آخر به چه حالت برود,,,,,,
1857,222,7,حافظ از چشمه حکمت به کف آور جامی ** بو که از لوح دلت نقش جهالت برود,حکمت:چشمه / دل:لوح,,,,,
1858,223,1,هرگزم نقش تو از لوح دل و جان نرود ** هرگز از یاد من آن سرو خرامان نرود,دل و جان:لوح,,,,,
1859,223,2,از دماغ من سرگشته خیال دهنت ** به جفای فلک و غصه دوران نرود,,,,,,
1860,223,3,در ازل بست دلم با سر زلفت پیوند ** تا ابد سر نکشد وز سر پیمان نرود,,سر کشیدن:روی گردانیدن، سرپیچی و نافرمانی کردن,,,,
1861,223,4,هر چه جز بار غمت بر دل مسکین من است ** برود از دل من وز دل من آن نرود,,,,,,
1862,223,5,آن چنان مهر توام در دل و جان جای گرفت ** که اگر سر برود از دل و از جان نرود,,,,,,
1863,223,6,گر رود از پی خوبان دل من معذور است ** درد دارد چه کند کز پی درمان نرود,,,,,,
1864,223,7,هر که خواهد که چو حافظ نشود سرگردان ** دل به خوبان ندهد وز پی ایشان نرود,,,,,,
1865,224,1,خوشا دلی که مدام از پی نظر نرود ** به هر درش که بخوانند بی‌خبر نرود,,,,,,
1866,224,2,طمع در آن لب شیرین نکردنم اولی ** ولی چگونه مگس از پی شکر نرود,,,,,,
1867,224,3,سواد دیده غمدیده‌ام به اشک مشوی ** که نقش خال توام هرگز از نظر نرود,,,,,,
1868,224,4,ز من چو باد صبا بوی خود دریغ مدار ** چرا که بی سر زلف توام به سر نرود,,,,,,
1869,224,5,دلا مباش چنین هرزه گرد و هرجایی ** که هیچ کار ز پیشت بدین هنر نرود,,,,,,
1870,224,6,مکن به چشم حقارت نگاه در من مست ** که آبروی شریعت بدین قدر نرود,,بدین قدر:گناه مستی,,,,
1871,224,7,من گدا هوس سروقامتی دارم ** که دست در کمرش جز به سیم و زر نرود,,,,,,
1872,224,8,تو کز مکارم اخلاق عالمی دگری ** وفای عهد من از خاطرت به در نرود,,عالمی دگر:دنیای بزرگ,,,,
1873,224,9,سیاه نامه‌تر از خود کسی نمی‌بینم ** چگونه چون قلمم دود دل به سر نرود,,,دود دل:آه,,,
1874,224,10,به تاج هدهدم از ره مبر که باز سفید ** چو باشه در پی هر صید مختصر نرود,,از راه بردن:فریب دادن و گمراه کردن,,,,
1875,224,11,بیار باده و اول به دست حافظ ده ** به شرط آن که ز مجلس سخن به در نرود,,,,,,
1876,225,1,ساقی حدیث سرو و گل و لاله می‌رود ** وین بحث با ثلاثه غساله می‌رود,,,,,,
1877,225,2,می ده که نوعروس چمن حد حسن یافت ** کار این زمان ز صنعت دلاله می‌رود,,,نوعروس:گل,,,چمن:باغ
1878,225,3,شکرشکن شوند همه طوطیان هند ** زین قند پارسی که به بنگاله می‌رود,,شکر شکن:شیرین سخن و نیکوبیان,قند پارسی:شعر پارسی,,,
1879,225,4,طی مکان ببین و زمان در سلوک شعر ** کاین طفل یک شبه ره یک ساله می‌رود,,,,,,
1880,225,5,آن چشم جادوانه عابدفریب بین ** کش کاروان سحر ز دنباله می‌رود,,,,,,
1881,225,6,از ره مرو به عشوه دنیا که این عجوز ** مکاره می‌نشیند و محتاله می‌رود,,از ره رفتن:گمراه شدن و فریب خوردن,,,,
1882,225,7,باد بهار می‌وزد از گلستان شاه ** وز ژاله باده در قدح لاله می‌رود,لاله:قدح,,,ژاله-لاله,,
1883,225,8,حافظ ز شوق مجلس سلطان غیاث دین ** غافل مشو که کار تو از ناله می‌رود,,,,,ناله:1. نغمه و آهنگ 2. آه و زاری,
1884,226,1,ترسم که اشک در غم ما پرده‌در شود ** وین راز سر به مهر به عالم سمر شود,,پرده در:افشاگر و از بین برنده آبرو / راز سر به مهر:سر عشق,,,,
1885,226,2,گویند سنگ لعل شود در مقام صبر ** آری شود ولیک به خون جگر شود,,,,,به خون جگر:1. با رنج و سختی 2. با رنگ خون جگر,
1886,226,3,خواهم شدن به میکده گریان و دادخواه ** کز دست غم خلاص من آن جا مگر شود,,,,,,
1887,226,4,از هر کرانه تیر دعا کرده‌ام روان ** باشد کز آن میانه یکی کارگر شود,دعا:تیر,,,,,
1888,226,5,ای جان حدیث ما بر دلدار بازگو ** لیکن چنان مگو که صبا را خبر شود,,,,,,
1889,226,6,از کیمیای مهر تو زر گشت روی من ** آری به یمن لطف شما خاک زر شود,مهر:کیمیا,,,,,
1890,226,7,در تنگنای حیرتم از نخوت رقیب ** یا رب مباد آن که گدا معتبر شود,,,,,,گدا:آدم پست و فرومایه
1891,226,8,بس نکته غیر حسن بباید که تا کسی ** مقبول طبع مردم صاحب نظر شود,,,,,سرکشی:1. سربلندی و سرافرازی و سر به آسمان کشیدن کاخ وصل معشوق 2. کنایه از عصیان و سرکشی خود معشوق,
1892,226,9,این سرکشی که کنگره کاخ وصل راست ** سرها بر آستانه او خاک در شود,وصل:کاخ,,,,,
1893,226,10,حافظ چو نافه سر زلفش به دست توست ** دم درکش ار نه باد صبا را خبر شود,سر زلف:نافه,دم در کشیدن:ساکت و خاموش شدن ,,,,
1894,227,1,گر چه بر واعظ شهر این سخن آسان نشود ** تا ریا ورزد و سالوس مسلمان نشود,,,,,,
1895,227,2,رندی آموز و کرم کن که نه چندان هنر است ** حیوانی که ننوشد می و انسان نشود,,,,,,
1896,227,3,گوهر پاک بباید که شود قابل فیض ** ور نه هر سنگ و گلی لؤلؤ و مرجان نشود,,,,,,فیض:لطف و بخشش 
1897,227,4,اسم اعظم بکند کار خود ای دل خوش باش ** که به تلبیس و حیل دیو مسلمان نشود,,,,,,
1898,227,5,عشق می‌ورزم و امید که این فن شریف ** چون هنرهای دگر موجب حرمان نشود,,,,,,
1899,227,6,دوش می‌گفت که فردا بدهم کام دلت ** سببی ساز خدایا که پشیمان نشود,,,,,,
1900,227,7,حسن خلقی ز خدا می‌طلبم خوی تو را ** تا دگر خاطر ما از تو پریشان نشود,,,,,,
1901,227,8,ذره را تا نبود همت عالی حافظ ** طالب چشمه خورشید درخشان نشود,خورشید:چشمه,,,,,
1902,228,1,گر من از باغ تو یک میوه بچینم چه شود ** پیش پایی به چراغ تو ببینم چه شود,,میوه چیدن:برخوردار گشتن و بهره مند شدن,باغ:وجود معشوق / چراغ:جمال و طلعت نورانی معشوق,,,
1903,228,2,یا رب اندر کنف سایه آن سرو بلند ** گر من سوخته یک دم بنشینم چه شود,,,,,,
1904,228,3,آخر ای خاتم جمشید همایون آثار ** گر فتد عکس تو بر نقش نگینم چه شود,,,,,,
1905,228,4,واعظ شهر چو مهر ملک و شحنه گزید ** من اگر مهر نگاری بگزینم چه شود,,,,,,
1906,228,5,عقلم از خانه به در رفت و گر می این است ** دیدم از پیش که در خانه دینم چه شود,دین:خانه,عقل از خانه به در رفتن:هوش و حواس از دست دادن و دیوانه گشتن,,,,
1907,228,6,صرف شد عمر گران مایه به معشوقه و می ** تا از آنم چه به پیش آید از اینم چه شود,,,,,,
1908,228,7,خواجه دانست که من عاشقم و هیچ نگفت ** حافظ ار نیز بداند که چنینم چه شود,,,,,,
1909,229,1,بخت از دهان دوست نشانم نمی‌دهد ** دولت خبر ز راز نهانم نمی‌دهد,,,راز نهان:دهان دوست,,,
1910,229,2,از بهر بوسه‌ای ز لبش جان همی‌دهم ** اینم همی‌ستاند و آنم نمی‌دهد,,,,,,
1911,229,3,مردم در این فراق و در آن پرده راه نیست ** یا هست و پرده دار نشانم نمی‌دهد,,,,,,
1912,229,4,زلفش کشید باد صبا چرخ سفله بین ** کان جا مجال بادوزانم نمی‌دهد,,,,,,
1913,229,5,چندان که بر کنار چو پرگار می‌شدم ** دوران چو نقطه ره به میانم نمی‌دهد,,,,,,
1914,229,6,شکر به صبر دست دهد عاقبت ولی ** بدعهدی زمانه زمانم نمی‌دهد,,دست دادن:به دست آمدن و حاصل شدن / زمان دادن:مهلت و فرصت دادن,شکر:لذات و خوشی های زندگی,,,
1915,229,7,گفتم روم به خواب و ببینم جمال دوست ** حافظ ز آه و ناله امانم نمی‌دهد,,,,,,
1916,230,1,اگر به باده مشکین دلم کشد شاید ** که بوی خیر ز زهد ریا نمی‌آید,,دل کشیدن:تمایل و دوست داشتن دل,,,,
1917,230,2,جهانیان همه گر منع من کنند از عشق ** من آن کنم که خداوندگار فرماید,,,,,,
1918,230,3,طمع ز فیض کرامت مبر که خلق کریم ** گنه ببخشد و بر عاشقان ببخشاید,,طمع بریدن:قطع امید کردن و چشم پوشیدن,,,,فیض:لطف و بخشش
1919,230,4,مقیم حلقه ذکر است دل بدان امید ** که حلقه‌ای ز سر زلف یار بگشاید,,حلقه ای ز سر یار گشودن:رسیدن به معشوق,,,,
1920,230,5,تو را که حسن خداداده هست و حجله بخت ** چه حاجت است که مشاطه‌ات بیاراید,بخت:حجله,,,,,
1921,230,6,چمن خوش است و هوا دلکش است و می بی‌غش ** کنون به جز دل خوش هیچ در نمی‌باید,,,,,,چمن:باغ
1922,230,7,جمیله‌ایست عروس جهان ولی هش دار ** که این مخدره در عقد کس نمی‌آید,جهان:عروس,,,,,
1923,230,8,به لابه گفتمش ای ماه رخ چه باشد اگر ** به یک شکر ز تو دلخسته‌ای بیاساید,,,شکر:بوسه ای شیرین,,,
1924,230,9,به خنده گفت که حافظ خدای را مپسند ** که بوسه تو رخ ماه را بیالاید,,,ماه:معشوق,,,
1925,231,1,گفتم غم تو دارم گفتا غمت سر آید ** گفتم که ماه من شو گفتا اگر برآید,,سرآمدن:به پایان رسیدن,ماه:معشوق,,برآمدن:بالا آمدن و طلوع کردن به قرینه ماه 2. ممکن و میسر شدن,
1926,231,2,گفتم ز مهرورزان رسم وفا بیاموز ** گفتا ز خوبرویان این کار کمتر آید,,,,,,
1927,231,3,گفتم که بر خیالت راه نظر ببندم ** گفتا که شب رو است او از راه دیگر آید,,,,,,
1928,231,4,گفتم که بوی زلفت گمراه عالمم کرد ** گفتا اگر بدانی هم اوت رهبر آید,,,,,,
1929,231,5,گفتم خوشا هوایی کز باد صبح خیزد ** گفتا خنک نسیمی کز کوی دلبر آید,,,,,,
1930,231,6,گفتم که نوش لعلت ما را به آرزو کشت ** گفتا تو بندگی کن کو بنده پرور آید,,,لعل:لب معشوق,,,
1931,231,7,گفتم دل رحیمت کی عزم صلح دارد ** گفتا مگوی با کس تا وقت آن درآید,,,,,,
1932,231,8,گفتم زمان عشرت دیدی که چون سر آمد ** گفتا خموش حافظ کاین غصه هم سر آید,,سرآمدن:به پایان رسیدن,,,,
1933,232,1,بر سر آنم که گر ز دست برآید ** دست به کاری زنم که غصه سر آید,,بر سر چیزی بودن:ممکن و میسر بودن / سرآمدن:به پایان رسیدن,,,,
1934,232,2,خلوت دل نیست جای صحبت اضداد ** دیو چو بیرون رود فرشته درآید,,,,,,
1935,232,3,صحبت حکام ظلمت شب یلداست ** نور ز خورشید جوی بو که برآید,,,,,برآمدن:1. بالا آمدن و طلوع کردن به قرینه ماه 2. ممکن و میسر شدن,
1936,232,4,بر در ارباب بی‌مروت دنیا ** چند نشینی که خواجه کی به درآید,,,,,,
1937,232,5,ترک گدایی مکن که گنج بیابی ** از نظر ره روی که در گذر آید,,,,,,
1938,232,6,صالح و طالح متاع خویش نمودند ** تا که قبول افتد و که در نظر آید,,,,,,متاع:عمل
1939,232,7,بلبل عاشق تو عمر خواه که آخر ** باغ شود سبز و شاخ گل به بر آید,,,,,به بر آمدن:1. در آغوش آمدن 2. به ثمر نشستن و میوه دادن,
1940,232,8,غفلت حافظ در این سراچه عجب نیست ** هر که به میخانه رفت بی‌خبر آید,,,سراچه:دنیا / میخانه:سراچه,,,
1941,233,1,دست از طلب ندارم تا کام من برآید ** یا تن رسد به جانان یا جان ز تن برآید,,,,,,
1942,233,2,بگشای تربتم را بعد از وفات و بنگر ** کز آتش درونم دود از کفن برآید,,,آتش دل:عشق,,,
1943,233,3,بنمای رخ که خلقی واله شوند و حیران ** بگشای لب که فریاد از مرد و زن برآید,,,,,,
1944,233,4,جان بر لب است و حسرت در دل که از لبانش ** نگرفته هیچ کامی جان از بدن برآید,,جان بر لب بودن:ناشکیبا و بی تاب شدن,,,,
1945,233,5,از حسرت دهانش آمد به تنگ جانم ** خود کام تنگدستان کی زان دهن برآید,,جان به تنگ آمدن:بی تاب و طاقت گشتن,,,,
1946,233,6,گویند ذکر خیرش در خیل عشقبازان ** هر جا که نام حافظ در انجمن برآید,,,,,,
1947,234,1,چو آفتاب می از مشرق پیاله برآید ** ز باغ عارض ساقی هزار لاله برآید,می:آفتاب / پیاله:مشرق/ ساقی:عارض,,,,,
1948,234,2,نسیم در سر گل بشکند کلاله سنبل ** چو از میان چمن بوی آن کلاله برآید,,,,کلاله-کلاله,,چمن:باغ
1949,234,3,حکایت شب هجران نه آن حکایت حالیست ** که شمه‌ای ز بیانش به صد رساله برآید,,,,,,
1950,234,4,ز گرد خوان نگون فلک طمع نتوان داشت ** که بی ملالت صد غصه یک نواله برآید,فلک:گردخوان نگون,,,,,
1951,234,5,به سعی خود نتوان برد پی به گوهر مقصود ** خیال باشد کاین کار بی حواله برآید,مقصود:گوهر,,,,,
1952,234,6,گرت چو نوح نبی صبر هست در غم طوفان ** بلا بگردد و کام هزارساله برآید,,,,,,
1953,234,7,نسیم زلف تو چون بگذرد به تربت حافظ ** ز خاک کالبدش صد هزار لاله برآید,,,,,,
1954,235,1,زهی خجسته زمانی که یار بازآید ** به کام غمزدگان غمگسار بازآید,,,,,,
1955,235,2,به پیش خیل خیالش کشیدم ابلق چشم ** بدان امید که آن شهسوار بازآید,خیال:خیل / چشم:ابلق,,,,,
1956,235,3,اگر نه در خم چوگان او رود سر من ** ز سر نگویم و سر خود چه کار بازآید,,,,,,
1957,235,4,مقیم بر سر راهش نشسته‌ام چون گرد ** بدان هوس که بدین رهگذار بازآید,,,,,,
1958,235,5,دلی که با سر زلفین او قراری داد ** گمان مبر که بدان دل قرار بازآید,,,,,,
1959,235,6,چه جورها که کشیدند بلبلان از دی ** به بوی آن که دگر نوبهار بازآید,,,بلبلان:شاعران,,نوبهار:1. فصل بهار 2. شکوفه های تازه و نورسته,دی:زمستان
1960,235,7,ز نقش بند قضا هست امید آن حافظ ** که همچو سرو به دستم نگار بازآید,قضا:نقش بند,,,,نگار:1. نقش حنا روی دست و پای محبوب یا عروس 2. 6/15,
1961,236,1,اگر آن طایر قدسی ز درم بازآید ** عمر بگذشته به پیرانه سرم بازآید,,,طایر قدسی:یار فرشته سیرت آسمانی,,,
1962,236,2,دارم امید بر این اشک چو باران که دگر ** برق دولت که برفت از نظرم بازآید,دولت:برق,,,,,
1963,236,3,آن که تاج سر من خاک کف پایش بود ** از خدا می‌طلبم تا به سرم بازآید,,,,,,
1964,236,4,خواهم اندر عقبش رفت به یاران عزیز ** شخصم ار بازنیاید خبرم بازآید,,,,,,
1965,236,5,گر نثار قدم یار گرامی نکنم ** گوهر جان به چه کار دگرم بازآید,جان:گوهر,,,,,
1966,236,6,کوس نودولتی از بام سعادت بزنم ** گر ببینم که مه نوسفرم بازآید,,,مه نوسفر:یاری که تازه به سفر رفته باشد,,,
1967,236,7,مانعش غلغل چنگ است و شکرخواب صبوح ** ور نه گر بشنود آه سحرم بازآید,,,,,,
1968,236,8,آرزومند رخ شاه چو ماهم حافظ ** همتی تا به سلامت ز درم بازآید,,,,شاه-ماه,,
1969,237,1,نفس برآمد و کام از تو بر نمی‌آید ** فغان که بخت من از خواب در نمی‌آید,,نفس برآمدن:جان دادن و جان به لب رسیدن ,,,,
1970,237,2,صبا به چشم من انداخت خاکی از کویش ** که آب زندگیم در نظر نمی‌آید,,,,,,
1971,237,3,قد بلند تو را تا به بر نمی‌گیرم ** درخت کام و مرادم به بر نمی‌آید,کام و مراد درخت,,,بر-بر,,
1972,237,4,مگر به روی دلارای یار ما ور نی ** به هیچ وجه دگر کار بر نمی‌آید,,دلارای:معشوق زیبا ,,,,
1973,237,5,مقیم زلف تو شد دل که خوش سوادی دید ** وز آن غریب بلاکش خبر نمی‌آید,,,,,سواد:1. سیاهی  2. سیاهی شهر که از دور پیدا میشود,
1974,237,6,ز شست صدق گشادم هزار تیر دعا ** ولی چه سود یکی کارگر نمی‌آید,دعا:صدق و تیر,,,,,
1975,237,7,بسم حکایت دل هست با نسیم سحر ** ولی به بخت من امشب سحر نمی‌آید,,,,,,
1976,237,8,در این خیال به سر شد زمان عمر و هنوز ** بلای زلف سیاهت به سر نمی‌آید,,,,,,
1977,237,9,ز بس که شد دل حافظ رمیده از همه کس ** کنون ز حلقه زلفت به در نمی‌آید,,,,,,
1978,238,1,جهان بر ابروی عید از هلال وسمه کشید ** هلال عید در ابروی یار باید دید,,,,,,
1979,238,2,شکسته گشت چو پشت هلال قامت من ** کمان ابروی یارم چو وسمه بازکشید,,,,,,
1980,238,3,مگر نسیم خطت صبح در چمن بگذشت ** که گل به بوی تو بر تن چو صبح جامه درید,,جامه بر تن دریدن گل:شکفته شدن و شادی کردن گل / جامه دریدن صبح:طلوع کردن صبح,,,,چمن:باغ
1981,238,4,نبود چنگ و رباب و نبید و عود که بود ** گل وجود من آغشته گلاب و نبید,,,,عود-بود,,
1982,238,5,بیا که با تو بگویم غم ملالت دل ** چرا که بی تو ندارم مجال گفت و شنید,,,,,,
1983,238,6,بهای وصل تو گر جان بود خریدارم ** که جنس خوب مبصر به هر چه دید خرید,,,,,,
1984,238,7,چو ماه روی تو در شام زلف می‌دیدم ** شبم به روی تو روشن چو روز می‌گردید,روی:ماه / زلف:شام,,,,,
1985,238,8,به لب رسید مرا جان و برنیامد کام ** به سر رسید امید و طلب به سر نرسید,,جان به لب رسیدن:بی تاب و بی قرار گشتن، نزدیک مرگ بودن,,,,
1986,238,9,ز شوق روی تو حافظ نوشت حرفی چند ** بخوان ز نظمش و در گوش کن چو مروارید,,در گوش کردن:شنیدن و آویزه گوش کردن، حفظ و نگاه داشتن,,,,حرف:شعر
1987,239,1,رسید مژده که آمد بهار و سبزه دمید ** وظیفه گر برسد مصرفش گل است و نبید,,,,,بهار:1. فصل بهار 2. شکوفه های نورسته,
1988,239,2,صفیر مرغ برآمد بط شراب کجاست ** فغان فتاد به بلبل نقاب گل که کشید,,,نقاب:برگ های سبز گل,,,
1989,239,3,ز میوه‌های بهشتی چه ذوق دریابد ** هر آن که سیب زنخدان شاهدی نگزید,,,,,,
1990,239,4,مکن ز غصه شکایت که در طریق طلب ** به راحتی نرسید آن که زحمتی نکشید,,,,,,
1991,239,5,ز روی ساقی مه وش گلی بچین امروز ** که گرد عارض بستان خط بنفشه دمید,,گل چیدن از روی کسی:حظ بصر بردن و بهره مند شدن,,,,
1992,239,6,چنان کرشمه ساقی دلم ز دست ببرد ** که با کسی دگرم نیست برگ گفت و شنید,,,,,,
1993,239,7,من این مرقع رنگین چو گل بخواهم سوخت ** که پیر باده فروشش به جرعه‌ای نخرید,,مرقع:جامه صوفیان,,,,
1994,239,8,بهار می‌گذرد دادگسترا دریاب ** که رفت موسم و حافظ هنوز می نچشید,,دادگسترا:شاه یا خداوند,بهار:دوران جوانی,,بهار:1. فصل بهار 2. گل و شکوفه,
1995,240,1,ابر آذاری برآمد باد نوروزی وزید ** وجه می می‌خواهم و مطرب که می‌گوید رسید,,,,,,
1996,240,2,شاهدان در جلوه و من شرمسار کیسه‌ام ** بار عشق و مفلسی صعب است می‌باید کشید,,,,,,
1997,240,3,قحط جود است آبروی خود نمی‌باید فروخت ** باده و گل از بهای خرقه می‌باید خرید,,,,,,
1998,240,4,گوییا خواهد گشود از دولتم کاری که دوش ** من همی‌کردم دعا و صبح صادق می‌دمید,,,,,,
1999,240,5,با لبی و صد هزاران خنده آمد گل به باغ ** از کریمی گوییا در گوشه‌ای بویی شنید,,,,,,
2000,240,6,دامنی گر چاک شد در عالم رندی چه باک ** جامه‌ای در نیک نامی نیز می‌باید درید,,دامن چاک شدن و جامه دریدن:بی آبرو و رسوا شدن، رنج و زحمت بسیار کشیدن، غم و غصه خوردن,,,,
2001,240,7,این لطایف کز لب لعل تو من گفتم که گفت ** وین تطاول کز سر زلف تو من دیدم که دید,لب:لعل,,,,,
2002,240,8,عدل سلطان گر نپرسد حال مظلومان عشق ** گوشه گیران را ز آسایش طمع باید برید,,طمع بریدن:قطع امید کردن و چشم پوشیدن,,,,
2003,240,9,تیر عاشق کش ندانم بر دل حافظ که زد ** این قدر دانم که از شعر ترش خون می‌چکید,,,,,,
2004,241,1,معاشران ز حریف شبانه یاد آرید ** حقوق بندگی مخلصانه یاد آرید,,,,,,
2005,241,2,به وقت سرخوشی از آه و ناله عشاق ** به صوت و نغمه چنگ و چغانه یاد آرید,,,,,,
